document_index,sentence,sentence_index,class
business_33,"""Even extending some promotions and discounts and the pay-day boost later in January could not tempt customers.""",business_33_8,business
business_33,The previous the British Retail Consortium survey found Christmas 2004 was the worst for 10 years for retailers.,business_33_9,business
business_33,"And according to Office for National Statistics data, sales in December failed to meet expectations and by some counts were the worst since 1981.",business_33_10,business
business_34,Call to save manufacturing jobs The Trades Union Congress (TUC) is calling on the government to stem job losses in manufacturing firms by reviewing the help the government gives companies.,business_34_0,business
business_34,"The Trades Union Congress (TUC) said in The Trades Union Congress (TUC)'s submission before the Budget that action is needed because of 105,000 jobs lost from manufacturing firms over the last year.",business_34_1,business
business_34,"its submission before the Budget calls for better pensions, child care provision and decent wages.",business_34_2,business
business_34,its submission before the Budget also urges the government to examine support other European countries provide to industry.,business_34_3,business
business_34,"The Trades Union Congress (TUC) General Secretary Brendan Barber called for ""a commitment to policies that will make a real difference to the lives of working people.""",business_34_4,business
business_34,"""Greater investment in childcare strategies and the people delivering childcare strategies will increases the options available to working parents,"" TUC General Secretary Brendan Barber said.",business_34_5,business
business_34,"""A commitment to the government's public services and manufacturing sector ensures that the government can continue to compete on a global level and deliver the frontline services that the government needs.""",business_34_6,business
business_34,"TUC General Secretary Brendan Barber also called for ""practical measures"" to help pensioners, especially women who TUC General Secretary Brendan Barber said ""are most likely to retire in poverty"".",business_34_7,business
business_34,its submission before the Budget also calls for decent wages and training for people working in manufacturing firms.,business_34_8,business
business_35,Bat spit drug firm goes to market A German firm whose main product is derived from the saliva of the vampire bat is looking to raise more than 70m euros ($91m; £49m) on the stock market.,business_35_0,business
business_35,A German firm whose main product is derived from the saliva of the vampire bat said that A German firm whose main product is derived from the saliva of the vampire bat hoped to sell 5 million shares - a third of A German firm whose main product is derived from the saliva of the vampire bat - for 11-14 euros a share.,business_35_1,business
business_35,"A German firm whose main product is derived from the saliva of the vampire bat's main drug, desmoteplase, is based on a protein in the vampire bat's saliva.",business_35_2,business
business_35,"a protein in the bat's saliva stops blood from clotting - which helps the vampire bat to drink from the vampire bat's victims, but could also be used to help stroke sufferers.",business_35_3,business
business_35,"A German firm whose main product is derived from the saliva of the vampire bat's shares go on sale later this week, and are scheduled to start trading on the Frankfurt Stock Exchange on 10 February.",business_35_4,business
business_35,"If the final price is at the top of the range, A German firm whose main product is derived from the saliva of the vampire bat could be valued at as much as 200m euros.",business_35_5,business
business_35,"more than 70m euros ($91m; £49m) will be spent largely on developing A German firm whose main product is derived from the saliva of the vampire bat's other drugs, since Its main drug, desmoteplase, has already been licensed to one manufacturer, Forest Laboratories.",business_35_6,business
business_36,"Firms pump billions into pensions Employers have spent billions of pounds propping up Employers's final salary pensions over the past year, research suggests.",business_36_0,business
business_36,"A survey of 280 schemes by Incomes Data Services' (IDS) said employer contributions had a rise of 49.7% from £5.5bn to £8.2bn a year, a rise of 49.7%.",business_36_1,business
business_36,"Companies facing the biggest deficits had raised Companies facing the biggest deficits's pension contributions by 100% or more, Incomes Data Services' (IDS) said.",business_36_2,business
business_36,"Many firms are struggling to keep this type of scheme open, because of rising costs and increased liabilities.",business_36_3,business
business_36,"A final salary scheme, also known as a defined benefit scheme, promises to pay a pension related to the salary the scheme member is earning when the scheme member retire.",business_36_4,business
business_36,"The rising cost of maintaining such schemes has led many employers to replace final salary schemes with money purchase, or defined contribution, schemes.",business_36_5,business
business_36,"money purchase, or defined contribution, schemes are less risky for employers.",business_36_6,business
business_36,"Under money purchase, or defined contribution, schemes, employees pay into a pension fund which is used to buy an annuity - a policy which pays out an income until death - on retirement.",business_36_7,business
business_36,Incomes Data Services' (IDS) said there were some schemes in good health.,business_36_8,business
business_36,"But, in many cases, firms had been forced to top up funds to tackle ""yawning deficits"".",business_36_9,business
business_36,The level of contributions paid by employers has increased gradually since the late 1990s.,business_36_10,business
business_36,"In 1998/99, for example, contributions rose by 4.7% and in 2002/03 by 8.6%.",business_36_11,business
business_36,"In contrast, between 1996 and 1998, some employers cut some employers's contribution levels.",business_36_12,business
business_36,"Helen Sudell, editor of the IDS Pensions Service, said the rise in contributions was ""staggering"" and the highest ever recorded by Incomes Data Services' (IDS).",business_36_13,business
business_36,"""the IDS Pensions Service have warned before that the widespread closure of final salary schemes to new entrants is just the beginning of a much bigger movement away from paternalistic provision,"" said Helen Sudell, editor of the IDS Pensions Service,.",business_36_14,business
business_36,"""With figures like the rise in contributions there can be little doubt that many employers will have to reduce future benefits at some point for those staff still in final salary schemes.""",business_36_15,business
business_37,"UK homes hit £3.3 trillion total The value of the UK's's housing stock reached the £3.3 trillion mark in 2004 - triple the value 10 years earlier, a report indicates.",business_37_0,business
business_37,"Research from Halifax, the UK's's biggest mortgage lender, suggests The value of the UK's housing stock is continuing to rise steadily.",business_37_1,business
business_37,All regions saw at least a doubling in All regions's assets during the past decade.,business_37_2,business
business_37,"But Northern Ireland led the way with a 262% rise, while Scotland saw the smallest increase of just 112%.",business_37_3,business
business_37,"The core retail price index rose by just 28% in the past decade, underlining how effective an investment in housing has been for most people during the past decade.",business_37_4,business
business_37,"More than a third of the UK's's private housing assets - representing more than a trillion pounds in value - are concentrated in London and the South East, Halifax, the country's biggest mortgage lender,'s figures indicate.",business_37_5,business
business_37,"Tim Crawford, Group Economist at Halifax, the country's biggest mortgage lender,, said: ""The value of the UK's housing stock continues to grow and the family home remains, by a large margin, the most valuable asset of the majority of households in the UK's.""",business_37_6,business
business_37,"Halifax, the country's biggest mortgage lender,'s own monthly figures on house sales - issued on Thursday - suggest the average price of a British property now stands at £163,748 after a 0.8% rise in January.",business_37_7,business
business_37,"Housing experts are split on prospects for the market, with some saying price growth will slow but not fall, while others predict a sharp drop in values.",business_37_8,business
business_38,"Market unfazed by Aurora setback As Aurora limped back to Aurora's dock on 20 January, a blizzard of photos and interviews seemed to add up to an unambiguous tale of woe.",business_38_0,business
business_38,Aurora had another slice of bad luck to add to Aurora's history of health scares and technical trouble.,business_38_1,business
business_38,"And Aurora's owner, P&O Cruises - now part of the huge US Carnival Corporation - was looking at a significant slice chopped off this year's profits and a potential PR fiasco.",business_38_2,business
business_38,"No-one, however, seems to have told the stock markets.",business_38_3,business
business_38,"The warning of a five-cent hit to 2005 earnings came just 24 hours after one of the world's biggest investment banks had upped one of the world's biggest investment banks's target for the huge US Carnival Corporation's share price, from £35 to £36.20.",business_38_4,business
business_38,"Other investors barely blinked, and by 1300 GMT the huge US Carnival Corporation's shares in London were down a single penny, or 0.03%, at £32.26.",business_38_5,business
business_38,Why the mismatch between the public perception and Market's response?,business_38_6,business
business_38,"""The Aurora issue had been an ongoing one for some time,"" says Deutsche Bank's Simon Champion.",business_38_7,business
business_38,"""The Aurora issue was clearly a source of uncertainty for the huge US Carnival Corporation - The Aurora issue was a long cruise, after all.",business_38_8,business
business_38,"But Market is very good at treating these issues as one-off events.""",business_38_9,business
business_38,"Despite Aurora's string of bad luck, Deutsche Bank's Simon Champion pointed out, Aurora is just one vessel in a large the huge US Carnival Corporation fleet, the UK's's P&O Princess group having been merged into the much larger US firm in 2003.",business_38_10,business
business_38,"And generally speaking, the huge US Carnival Corporation has a reputation for keeping the huge US Carnival Corporation's ships pretty much on schedule.",business_38_11,business
business_38,"""the huge US Carnival Corporation has an incredibly strong track record,"" Deutsche Bank's Simon Champion.",business_38_12,business
business_38,"Similarly, analysts expect the impact on the rest of the cruise business to be limited.",business_38_13,business
business_38,The hundreds of disappointed passengers who have now had to give up the opportunity to spend the next three months on Aurora have got both a refund and a credit for another cruise.,business_38_14,business
business_38,"That should mitigate some of the PR risk, both for the huge US Carnival Corporation and the huge US Carnival Corporation's main competitor, Royal Caribbean.",business_38_15,business
business_38,"""While not common, cancellations for technical reasons are not entirely unusual in the industry,"" wrote analysts from Citigroup Smith Barney in a note to clients on Friday.",business_38_16,business
business_38,"""Moreover, such events typically have a limited impact on bookings and pricing for future cruises.""",business_38_17,business
business_38,"After all, the Aurora incident may be big news in the UK's - but for the huge US Carnival Corporation customers elsewhere The Aurora issue's unlikely to make too much of a splash.",business_38_18,business
business_38,"Assuming that Citigroup Smith Barney is right, and demand stays solid, the structure of the industry also works in the huge US Carnival Corporation's favour.",business_38_19,business
business_38,"In the wake of the UK's P&O Princess group's takeover by the huge US Carnival Corporation, the huge US Carnival Corporation is now to a great extent a duopoly.",business_38_20,business
business_38,"Given the expense of building, outfitting and running a cruise ship, ""slowing supply growth"" is a certainty, said David Anders at Merrill Lynch on Thursday.",business_38_21,business
business_38,"In other words, if you do want a cruise, your options are limited.",business_38_22,business
business_38,"And with the huge US Carnival Corporation remaining the market leader, the huge US Carnival Corporation looks set to keep selling the tickets - no matter what happens to Aurora in the future.",business_38_23,business
business_39,Renault boss hails 'great year' Strong sales outside western Europe helped Renault boost Renault's profits by more than 40% in the year although Renault warned of lower margins this year.,business_39_0,business
business_39,Renault enjoyed a healthy 43% rise in net profits to 2.4bn euros ($3.1bn; £2.9bn) as sales rose 8% to 40.7bn euros.,business_39_1,business
business_39,Renault said strong demand outside western Europe and the good performance of Renault's Megane range lifted Renault's results.,business_39_2,business
business_39,"Chairman Louis Schweitzer said the year had been a ""great year"" for Renault.",business_39_3,business
business_39,"Renault sold more than 2.4 million vehicles in the year, an increase of 4% on the previous year.",business_39_4,business
business_39,"Growth came mainly from outside western Europe, with particularly strong sales in Turkey, Russia and North Africa.",business_39_5,business
business_39,"In total, sales outside western Europe - Renault's core market - rose 16.5%.",business_39_6,business
business_39,Japanese carmaker Nissan - in which Renault owns a 44% stake - contributed 1.7bn euros in net income over the year.,business_39_7,business
business_39,Japanese carmaker Nissan - in which Renault owns a 44% stake - chairman Carlos Ghosn is to succeed Chairman Louis Schweitzer at the head of Renault later this year.,business_39_8,business
business_39,"Renault said the outlook for the industry in Europe this year was ""stable"", with small growth forecast in other regions.",business_39_9,business
business_39,Renault will benefit from the launch of a new Clio model in the coming year and the roll-out of a new Clio model in many markets.,business_39_10,business
business_39,"However, Renault said Renault expected operating margins to be lower in this year, at 4% of sales as opposed to 5%.",business_39_11,business
business_39,"""In a sluggish market and an environment impacted by the rise in raw material prices, Renault intends to continue to grow Renault's global sales,"" Renault said in a statement.",business_39_12,business
business_40,"Safety alert as GM the largest recall cars The world's's biggest carmaker General Motors (GM) is the largest recall nearly 200,000 vehicles in the US on safety grounds, according to federal regulators.",business_40_0,business
business_40,"The National Highway Traffic Safety Administration (NHTSA) said the largest recall involves nearly 200,000 vehicles.",business_40_1,business
business_40,the largest recall is because of possible malfunctions with the braking systems.,business_40_2,business
business_40,"The affected vehicles in the largest recall are from the 2004 and 2005 model years, GM said.",business_40_3,business
business_40,"The affected vehicles in the product recall are the Chevrolet Avalanche, Express, Kodiak, Silverade and Suburban; the GMC Savana, Sierra and Yukon.",business_40_4,business
business_40,The National Highway Traffic Safety Administration (NHTSA) said a pressure accumulator in the braking system could crack during normal driving and fragments could injure people if the hood was open.,business_40_5,business
business_40,"This could allow hydraulic fluid to leak, which could make it harder to brake or steer and could cause a crash, The National Highway Traffic Safety Administration (NHTSA) warned.",business_40_6,business
business_40,"GM is also recalling 19,924 Cadillac XLR coupes, SRX SUVs and Pontiac Grand Prix sedans from the 2004 model year.",business_40_7,business
business_40,"This is because the accelerator pedal may not work properly in extremely cold temperatures, requiring more braking.",business_40_8,business
business_40,"In addition, GM is calling back 17,815 Buick Raniers, Chevrolet Trailblazers, GMC Envoys and Isuzu Ascenders from the 2005 model years because the windshield is not properly fitted and could fall out in a crash.",business_40_9,business
business_40,"However, GM stressed that GM did not know of any injuries related to the problems.",business_40_10,business
business_40,News of the largest recall follows an announcement last month that GM expects earnings this year be lower than in 2004.,business_40_11,business
business_40,"The world's's biggest car maker is grappling with losses in GM's European business, weak US sales and now a product recall.",business_40_12,business
business_40,"In January, GM said higher healthcare costs in North America, and lower profits at GM's financial services subsidiary would hurt GM's performance in 2005.",business_40_13,business
business_41,Asian quake hits European shares Shares in Europe's's leading reinsurers and travel firms have fallen as the scale of the damage wrought by tsunamis across south Asia has become apparent.,business_41_0,business
business_41,"More than 23,000 people have been killed following Asian quake and many of the worst hit areas are popular tourist destinations.",business_41_1,business
business_41,Reisurance firms such as Swiss Re and Munich Re lost value as investors worried about rebuilding costs.,business_41_2,business
business_41,But Asian quake has little impact on stock markets in the US and Asia.,business_41_3,business
business_41,Currencies including the Thai baht and Indonesian rupiah weakened as analysts warned that economic growth may slow.,business_41_4,business
business_41,"""Asian quake came at the worst possible time,"" said Hans Goetti, a Singapore-based fund manager.",business_41_5,business
business_41,"""The impact on the tourist industry is pretty devastating, especially in Thailand.""",business_41_6,business
business_41,"Travel-related shares dropped in Europe's, with companies such as Germany's's TUI and Lufthansa and France's's Club Mediterranne sliding.",business_41_7,business
business_41,Insurers and reinsurance firms were also under pressure in Europe's.,business_41_8,business
business_41,Shares in Munich Re and Swiss Re - the world's two biggest reinsurers - both fell 1.7% as the market speculated about the cost of rebuilding in Asia.,business_41_9,business
business_41,"Zurich Financial, Allianz and Axa also suffered a decline in value.",business_41_10,business
business_41,"However, Zurich Financial, Allianz and Axa's losses were much smaller, reflecting the market's view that reinsurers were likely to pick up the bulk of the costs.",business_41_11,business
business_41,"Worries about the size of insurance liabilities dragged European shares down, although the impact was exacerbated by light post-Christmas trading.",business_41_12,business
business_41,Germany's's benchmark Dax index closed the day 16.29 points lower at 3.817.69 while France's's Cac index of leading shares fell 5.07 points to 3.817.69.,business_41_13,business
business_41,"Investors pointed out, however, that declines probably would be industry specific, with the travel and insurance firms hit hardest.",business_41_14,business
business_41,"""It's still too early for concrete damage figures,"" Swiss Re's spokesman Floiran Woest told Associated Press.",business_41_15,business
business_41,"""That also has to do with the fact that the damage is very widely spread geographically.""",business_41_16,business
business_41,"The unfolding scale of the disaster in south Asia had little immediate impact on US shares, however.",business_41_17,business
business_41,"The Dow Jones index had risen 20.54 points, or 0.2%, to 10,847.66 by late morning as analsyts were cheered by more encouraging reports from retailers about post-Christmas sales.",business_41_18,business
business_41,"In Asian markets, adjustments were made quickly to account for lower earnings and the cost of repairs.",business_41_19,business
business_41,Thai Airways shed almost 4%.,business_41_20,business
business_41,Thai Airways relies on tourism for about 6% of Thai Airways's total economy.,business_41_21,business
business_41,Singapore Airlines dropped 2.6%.,business_41_22,business
business_41,About 5% of Singapore Airlines's annual gross domestic product (GDP) comes from tourism.,business_41_23,business
business_41,"Malaysia's budget airline, AirAsia fell 2.9%.",business_41_24,business
business_41,Resort operator Tanco Holdings slumped 5%.,business_41_25,business
business_41,"Travel companies also took a hit, with Japan's Kinki Nippon sliding 1.5% and HIS dropping 3.3%.",business_41_26,business
business_41,"However, the overall impact on Asia's largest stock market, Japan's Nikkei, was slight.",business_41_27,business
business_41,Shares fell just 0.03%.,business_41_28,business
business_41,Concerns about the strength of economic growth going forward weighed on the currency markets.,business_41_29,business
business_41,"The Indonesian rupiah lost as much as 0.6% against the US dollar, before bouncing back slightly to trade at 9,300.",business_41_30,business
business_41,"The Thai baht lost 0.3% against the US dollar, trading at 39.10.",business_41_31,business
business_41,"In India, where more than 2,000 people are thought to have died, the rupee shed 0.1% against the US dollar Analysts said that it was difficult to predict the total cost of Asian quake and warned that share prices and currencies would come under increasing pressure as the bills mounted.",business_41_32,business
business_42,"Oil prices reach three-month low Oil prices have fallen heavily for a second day, closing at three-month lows after news that US crude stocks have improved ahead of winter.",business_42_0,business
business_42,London Brent crude closed at $40.15 on Thursday - a drop of 5.1% - having dived below $40 a barrel for the first time since mid-September.,business_42_1,business
business_42,"US light crude traded in New York lost more than $2 to $43.25, US light crude traded in New York's lowest close since 10 September.",business_42_2,business
business_42,The price of both benchmark crudes has The falls 12% in two days.,business_42_3,business
business_42,The falls were triggered when the Energy Information Administration (EIA),business_42_4,business
business_42,The news on Wednesday that US crude stocks were 3.5% higher than a year ago.,business_42_5,business
business_42,The news calmed worries about winter shortages.,business_42_6,business
business_42,Weak US fuel and heating oil stocks have been a persistent factor in pushing up oil prices.,business_42_7,business
business_42,"""It's amazing how quickly sentiment changed,"" said Rick Mueller, an analyst at Energy Security Analysis.",business_42_8,business
business_42,"Analysts also attributed The falls to mild early-winter weather, which has tempered demand for heating oil.",business_42_9,business
business_42,"The stronger fuel inventories helped boost US stock markets to nine-month highs on Wednesday, though only the Nasdaq index had hung onto nine-month highs by the end of Thursday.",business_42_10,business
business_42,"In London, the FTSE 100 index closed 15 points higher at 4,751.",business_42_11,business
business_42,The falls helped to ease persistent investor jitters over the impact of energy costs on company profits and economic growth.,business_42_12,business
business_42,"However, traders warned that The falls could be short-lived if there is a cold snap in North America this winter or any major supply problems in other parts of the world.",business_42_13,business
business_42,"The price of crude is still up about 30% on the start of 2004, but has fallen from the record of $55.67 set in late October.",business_42_14,business
business_42,Opec nations have increased production to 25-year highs to meet global demand and this has helped rebuild US stocks hit by supply disruptions after Hurricane Ivan in September.,business_42_15,business
business_42,Traders were also encouraged by comments on Wednesday from the energy minister of Opec member Algeria.,business_42_16,business
business_42,the energy minister of Opec member Algeria said Opec member Algeria was likely to keep output unchanged when Opec member Algeria meets next week.,business_42_17,business
business_42,"However, some analysts believe The falls may harden Opec member Algeria's attitude to over-production, leading to a scaling back of oil output.",business_42_18,business
business_42,"Fears still remain over the level of US heating oil stocks, which are rising but remain down on 2004 levels.",business_42_19,business
business_42,A cold spell in North America would start to deplete supplies and could spark further price rises.,business_42_20,business
business_42,"Analysts, however, say prices will fall further if inventories continue to rise.",business_42_21,business
business_42,"""Mother Nature is going to be huge in the next several weeks,"" said Kyle Cooper, at Citigroup Global Markets.",business_42_22,business
business_42,"""Long term Kyle Cooper, at Citigroup Global Markets think we're headed to $30-35 but Kyle Cooper, at Citigroup Global Markets don't think we're doing that yet.",business_42_23,business
business_42,"We have a lot of winter left.""",business_42_24,business
business_42,"John Person, president of National Futures Advisory Services, said the the Energy Information Administration (EIA) data indicated there should be adequate supplies for the next three months in the US. .",business_42_25,business
business_43,Markets fall on weak dollar fears Rising oil prices and the sinking dollar hit shares on Monday after a finance ministers' meeting and stern words from Fed chief Alan Greenspan.,business_43_0,business
business_43,"The London FTSE fell 0.8% while Tokyo's Nikkei 225 dropped 2.11%, Tokyo's Nikkei 225's steepest fall in three months.",business_43_1,business
business_43,"G20 finance ministers said nothing about supporting the dollar, whose slide could further jeopardise growth in Japan and Europe.",business_43_2,business
business_43,And Fed chief Alan Greenspan warned Asian states could soon stop funding the US deficit.,business_43_3,business
business_43,"On Monday afternoon, the euro was close to an all-time high against the sinking dollar at above $1.30.",business_43_4,business
business_43,"Oil pushed higher too on Monday, as investors fretted about cold weather in the US and Europe and a potential output cut from oil producers' group Opec, although prices had cooled by the end of Monday.",business_43_5,business
business_43,"In London, the benchmark Brent crude price closed down 51 cents at $44.38 a barrel, while New York light sweet crude closed down 25 cents at $48.64 a barrel.",business_43_6,business
business_43,"The slide comes as the US has been attempting to talk up the traditional ""strong dollar"" policy.",business_43_7,business
business_43,"The latest to pitch in has been President George W Bush himself, who told the Asia Pacific Economic Co-operation (Apec) summit in Chile that he remained committed to halving the budget deficit.",business_43_8,business
business_43,"Together with a $500bn trade gap, the red ink spreading across the US's public finances is widely seen as a key factor driving the sinking dollar lower.",business_43_9,business
business_43,"And last week US Treasury Secretary John Snow told an audience in the UK that the traditional ""strong dollar"" policy remained unaltered.",business_43_10,business
business_43,But US Treasury Secretary John Snow also said that the rate was entirely up to the markets - a signal which traders took as advice to sell the sinking dollar.,business_43_11,business
business_43,Some had looked to a finance ministers' meeting for direction.,business_43_12,business
business_43,But US Treasury Secretary John Snow made clear exchange rates had not been on the agenda.,business_43_13,business
business_43,"For the US, letting the sinking dollar drift is a useful short-term fix.",business_43_14,business
business_43,"US exports get more affordable, helping perhaps to close a $500bn trade gap.",business_43_15,business
business_43,"In the meantime, the debt keeps getting bigger, with Congress authorising an $800bn rise in what the US can owe - taking the debt to $8.2 trillion.",business_43_16,business
business_43,"But in a speech on Friday, Federal Reserve chairman Alan Greenspan warned that in the longer term things are likely to get tricky.",business_43_17,business
business_43,"At present, much of gap in both public debt is covered by selling bonds to Asian states such as Japan and China, since the sinking dollar is seen as the world's reserve currency.",business_43_18,business
business_43,"Similarly, Asian investment helps bridge the gap in the current account - the deficit between what the US spends and what the US earns.",business_43_19,business
business_43,But already the US are turning more cautious - an auction of debt in August found few takers.,business_43_20,business
business_43,"And Federal Reserve chairman Alan Greenspan said that could turn into a trend, if the fall of the sinking dollar kept eating into the value of those investments.",business_43_21,business
business_43,"""It seems persuasive that, given the size of the US deficit, a diminished appetite for adding to dollar balances must occur at some point,"" Federal Reserve chairman Alan Greenspan said.",business_43_22,business
business_44,"Five million Germans out of work Germany's's unemployment figure the jump of 572,900 in the numbers above the psychologically important level of five million last month.",business_44_0,business
business_44,"On Wednesday, the German Federal Labour Agency said Germany's unemployment figure had reached 5.037 million in last month, which takes the jobless rate to 12.1%.",business_44_1,business
business_44,"""Yes, Germany's have effectively more than five million people unemployed,"" a government minister said earlier on ZDF public television.",business_44_2,business
business_44,Unemployment has not been this high in Germany's since the 1930s.,business_44_3,business
business_44,"Changes to the way the statistics are compiled partly explain the jump of 572,900 in the numbers.",business_44_4,business
business_44,But the numbers are embarrassing for Germany's.,business_44_5,business
business_44,"""With the numbers apparently the worst we've seen in the post-war period, the numbers are very charged politically,"" said Christian Jasperneite, an economist with MM Warburg.",business_44_6,business
business_44,"""the numbers could well put an end to the recent renaissance we've seen by the SPD [the ruling Social Democrats] in the polls, and with state elections due in Schleswig-Holstein and North Rhine-Westphalia, the numbers may have an adverse effect on Germany's's chances there.""",business_44_7,business
business_44,The opposition also made political capital from the numbers.,business_44_8,business
business_44,"The opposition said there are a further 1.5 million-2 million people on subsidised employment schemes who are, in fact, looking for real jobs.",business_44_9,business
business_44,"The opposition added that government reforms, including unpopular benefit cuts, do not go far enough.",business_44_10,business
business_44,"Under Germany's's controversial ""Hartz IV"" reforms, which came into effect at the beginning of the year, both those on unemployment benefits and welfare support and those who are long-term unemployed are officially classified as looking for work.",business_44_11,business
business_44,"The bad winter weather also took The bad winter weather's toll, as key sectors such as the construction sector laid off workers.",business_44_12,business
business_44,"Adjusted for the seasonal factors, Germany's unemployment figure rose by 227,000 in last month from December.",business_44_13,business
business_45,"German bidder in talks with LSE Deutsche Boerse bosses have held ""constructive, professional and friendly"" talks with LSE, Deutsche Boerse's chief has said.",business_45_0,business
business_45,its chief met LSE chief executive Clara Furse amid rumours Deutsche Boerse may raise Deutsche Boerse's bid to £1.5bn ($2.9bn) from Deutsche Boerse's initial £1.3bn offer.,business_45_1,business
business_45,"However, rival suitor Euronext also upped the ante in the bid battle.",business_45_2,business
business_45,"Ahead of talks with LSE on Friday, Deutsche Boerse The news Deutsche Boerse may be prepared to make Deutsche Boerse's offer in cash.",business_45_3,business
business_45,"The Paris-based exchange, owner of Liffe in London, is reported to be ready to raise £1.4bn to fund a bid.",business_45_4,business
business_45,The news came as Deutsche Boerse held Deutsche Boerse's third meeting with LSE since Deutsche Boerse's bid approach in December which was turned down by the London exchange for undervaluing the business.,business_45_5,business
business_45,"However, LSE did agree to leave the door open for talks to find out whether a ""significantly-improved proposal"" would be in the interests of LSE's shareholders and customers.",business_45_6,business
business_45,"In the meantime, Euronext, which combines the Paris-based, Amsterdam and Lisbon stock exchanges, also began talks with LSE.",business_45_7,business
business_45,"In a statement on Thursday, rival suitor Euronext said any offer was likely to be solely in cash, but added that: ""There can be no assurances at this stage that any offer will be made.""",business_45_8,business
business_45,A deal with either bidder would create the biggest stock market operator in Europe and the second biggest in the world after the New York Stock Exchange.,business_45_9,business
business_45,"However, neither side has made a formal offer for LSE, with sources claiming such a step may still be weeks away.",business_45_10,business
business_45,Deutsche Boerse could also face mounting opposition to a bid at home.,business_45_11,business
business_45,"Among sweeteners reported to have been discussed by its chief with LSE chief executive Clara Furse were plans to the move the management of Deutsche Boerse's cash and Eurex derivatives market to London, as well as two members of Deutsche Boerse's executive board.",business_45_12,business
business_45,"But, Hans Reckers, a board member of Germany's central bank, the Bundesbank, said that cash trading should also remain in Frankfurt, something Deutsche Boerse could move to the UK.",business_45_13,business
business_45,"""It is not just the headquarters of Deutsche Boerse but also important market segments that must stay permanently in Frankfurt.",business_45_14,business
business_45,"This has special importance for the business activities of the banks and the consultants,"" Hans Reckers, a board member of Germany's central bank, the Bundesbank, said.",business_45_15,business
business_45,Local government officials in Frankfurt's state of Hessen have also spoken out against the move.,business_45_16,business
business_45,"""It is Local government officials in Frankfurt's state of Hessen's wish that the headquarters stay here to maintain Frankfurt's standing as the number one financial centre in Europe,"" Alois Rhiel, Frankfurt's minister for economic affairs added.",business_45_17,business
business_46,Amex shares up on spin-off news Shares in Amex surged more than 8% on Tuesday after Amex said Amex was to spin off Amex's less profitable financial advisory subsidiary.,business_46_0,business
business_46,Amex said its less profitable financial advisory subsidiary would boost Amex's profitability.,business_46_1,business
business_46,"its less profitable financial advisory subsidiary has more than 12,000 advisers selling financial advice, funds and insurance to 2.5 million customers.",business_46_2,business
business_46,Over the years its less profitable financial advisory subsidiary has delivered poor profits and even some losses.,business_46_3,business
business_46,"""This is an excellent move by Amex to focus on Amex's core businesses, and sell off its less profitable financial advisory subsidiary,"" said Marquis Investment Research analyst Phil Kain.",business_46_4,business
business_46,Analysts estimate that its less profitable financial advisory subsidiary could have a market value of $10bn (£5.3bn).,business_46_5,business
business_46,"its less profitable financial advisory subsidiary was acquired by Amex 20 years ago as Investors Diversified Service, of Minneapolis, at a time when firms were amassing one-stop financial empires.",business_46_6,business
business_46,"However, the business of selling investments was never integrated with the rest of Amex.",business_46_7,business
business_47,Stock market eyes Japan recovery Japanese shares have ended the year at Japanese shares's highest level since 13 July amidst hopes of an economic recovery during 2005.,business_47_0,business
business_47,"The Nikkei index of leading shares gained 7.6% during the year to close at 11,488.76 points.",business_47_1,business
business_47,"In 2005 The Nikkei index of leading shares ""will rise toward 13,000"", predicted Morgan Stanley equity strategist Naoki Kamiyama.",business_47_2,business
business_47,The optimism in the financial markets contrast sharply with pessimism in the Japanese business community.,business_47_3,business
business_47,"Earlier this month, the quarterly Tankan survey of Japanese manufacturers found that business confidence had the fall in confidence for the first time since March 2003.",business_47_4,business
business_47,"Slower economic growth, rising oil prices, a stronger yen and weaker exports were blamed for the fall in confidence.",business_47_5,business
business_47,"Despite this, traders expect strength in the global economy to benefit Japan.",business_47_6,business
business_47,"Structural reform within Japan and an anticipated end to the banking sector's bad debt problems should also help, traders say.",business_47_7,business
business_48,Iraqi voters turn to economic issues Beyond the desperate security situation in Iraq lies an economy in tatters.,business_48_0,business
business_48,"A vicious cycle of unemployment, poor social services and poverty has been made worse by a lack of investment.",business_48_1,business
business_48,So there is much hope that an elected government will break the deadlock.,business_48_2,business
business_48,"""First rule of law, then an economy in tatters,"" says Radwan Hadi, deputy managing director of Aberdeen-based oil and gas consultancy Blackwatch Petroleum Services, which entered Iraq in 2003.",business_48_3,business
business_48,"Radwan Hadi, deputy managing director of Aberdeen-based oil and gas consultancy Blackwatch Petroleum Services, which entered Iraq in 2003's view about what an elected government's priorities should be is shared by many Iraqis.",business_48_4,business
business_48,"an economy in tatters has become the second-most dominant issue for many political parties ahead of Sunday's election, according to Bristol University political scientist Anne Alexander, who is working on a project that looks at governance and security in Iraq.",business_48_5,business
business_48,Job creation ranks high both on election manifestos and on the Iraqi people's wish list.,business_48_6,business
business_48,"Nobody knows exactly how many Iraqis are out of work, but it is clear that the situation is dire.",business_48_7,business
business_48,"""Estimates of Iraq's unemployment rate vary, but the Washington-based independent think-tank The Brookings Institution estimate Iraq's unemployment rate to be between 30-40%,"" the Washington-based independent think-tank The Brookings Institution says in the Washington-based independent think-tank The Brookings Institution's Iraq Index.",business_48_8,business
